262 487
 67 100 5
 67 101 1
 67 102 1
 68 98 6
 68 100 1
 68 101 5
 69 99 6
 69 100 1
 69 102 5
 70 75 7
 70 93 1
 70 94 1
 70 95 5
 71 95 6
 71 96 1
 71 97 1
 72 93 5
 72 95 1
 72 96 6
 73 94 5
 73 95 1
 73 97 6
 74 79 7
 74 88 1
 74 89 1
 74 90 6
 75 90 5
 75 91 1
 75 92 1
 76 88 6
 76 90 1
 76 91 5
 77 89 6
 77 90 1
 77 92 5
 78 84 1
 78 85 5
 79 85 6
 79 86 1
 79 87 1
 80 85 1
 80 86 6
 81 84 5
 81 85 1
 81 87 6
 82 84 199
 83 156 9
 86 88 7
 87 89 7
 91 93 7
 92 94 7
 96 98 7
 97 99 7
 101 103 7
 102 104 7
 106 108 7
 107 109 7
 111 113 7
 112 114 7
 116 118 7
 117 119 7
 121 123 7
 122 124 7
 126 128 7
 127 129 7
 131 133 7
 132 134 7
 136 138 7
 137 139 7
 141 144 6
 142 146 6
 143 147 6
 143 153 10
 144 145 1
 144 150 6
 145 146 1
 145 151 6
 146 148 2
 146 154 6
 149 156 6
 150 151 1
 150 160 9
 151 154 1
 151 161 9
 152 158 7
 154 162 9
 155 156 1
 156 157 1
 158 163 3
 159 173 7
 160 161 1
 160 163 2
 161 162 1
 161 164 2
 162 166 2
 162 167 2
 163 164 1
 163 165 1
 164 167 1
 164 168 1
 165 168 1
 165 170 2
 166 171 2
 167 169 1
 167 171 2
 168 169 1
 168 172 2
 169 176 2
 169 177 2
 170 172 1
 170 192 10
 171 175 1
 171 176 1
 172 177 1
 174 180 2
 174 202 50
 175 179 1
 176 179 1
 176 183 2
 177 183 2
 178 181 1
 178 184 2
 179 182 1
 179 186 2
 180 184 1
 180 204 50
 181 185 1
 181 187 2
 182 185 1
 182 188 2
 183 186 1
 183 194 10
 184 187 1
 184 206 50
 185 189 2
 185 190 2
 186 188 1
 186 195 10
 187 189 1
 187 208 50
 188 190 1
 189 191 2
 189 193 4
 190 191 2
 190 196 10
 191 197 10
 192 194 4
 194 195 1
 196 197 2
 198 199 1
 198 200 5
 199 201 5
 200 201 1
 200 202 7
 201 203 7
 201 214 41
 202 203 1
 202 204 2
 203 205 2
 204 205 1
 204 206 1
 205 207 1
 205 216 40
 206 207 1
 206 208 1
 207 209 1
 207 218 40
 208 209 1
 209 210 1
 210 212 2
 210 220 40
 211 212 1
 211 213 10
 212 222 40
 214 215 7
 215 217 2
 215 232 44
 216 217 1
 216 218 1
 217 219 1
 218 219 1
 218 220 2
 219 221 2
 219 237 47
 220 221 1
 220 222 2
 221 223 2
 222 223 1
 222 224 5
 223 225 5
 224 225 1
 224 226 5
 225 227 5
 226 227 1
 228 229 1
 229 230 5
 230 231 2
 230 233 7
 231 234 7
 232 233 1
 233 234 2
 234 235 1
 235 236 2
 1 239 100000
 2 239 100000
 3 239 100000
 4 239 100000
 5 240 100000
 6 240 100000
 7 240 100000
 8 241 100000
 9 241 100000
 10 241 100000
 11 242 100000
 12 242 100000
 13 243 100000
 14 243 100000
 15 244 100000
 16 244 100000
 17 245 100000
 18 245 100000
 19 246 100000
 20 246 100000
 21 247 100000
 22 247 100000
 23 247 100000
 24 247 100000
 25 247 100000
 26 248 100000
 27 248 100000
 28 248 100000
 29 248 100000
 30 248 100000
 31 248 100000
 32 249 100000
 33 249 100000
 34 250 100000
 35 250 100000
 36 250 100000
 37 250 100000
 38 251 100000
 39 251 100000
 40 251 100000
 41 251 100000
 42 252 100000
 43 252 100000
 44 252 100000
 45 252 100000
 46 253 100000
 47 253 100000
 48 253 100000
 49 253 100000
 50 254 100000
 51 254 100000
 52 254 100000
 53 254 100000
 54 255 100000
 55 255 100000
 56 255 100000
 57 255 100000
 58 256 100000
 59 256 100000
 60 256 100000
 61 256 100000
 62 257 100000
 63 257 100000
 64 257 100000
 65 257 100000
 66 258 100000
 67 258 100000
 68 258 100000
 69 258 100000
 70 259 100000
 71 259 100000
 72 259 100000
 73 259 100000
 74 260 100000
 75 260 100000
 76 260 100000
 77 260 100000
 78 261 100000
 79 261 100000
 80 261 100000
 81 261 100000
 82 262 100000
 83 248 100000

24

   239
   240
   241
   242
   243
   244
   245
   246
   247
   248
   249
   250
   251
   252
   253
   254
   255
   256
   257
   258
   259
   260
   261
   262

24

   239
   240
   241
   242
   243
   244
   245
   246
   247
   248
   249
   250
   251
   252
   253
   254
   255
   256
   257
   258
   259
   260
   261
   262

