 1119 2251
 71 73 1
 71 502 6
 71 550 1
 71 551 1
 72 446 6
 72 494 6
 73 494 6
 73 545 1
 74 187 6
 74 772 5
 75 190 6
 75 801 5
 76 200 1
 76 806 5
 77 207 1
 78 575 4
 78 597 1
 78 605 1
 78 633 6
 79 633 5
 79 656 1
 79 661 1
 79 687 5
 80 500 20
 80 597 6
 80 633 1
 80 656 5
 81 605 6
 81 633 1
 81 646 1
 81 661 5
 82 106 1
 82 590 4
 82 614 1
 82 645 6
 83 107 1
 83 613 4
 83 644 1
 83 667 6
 84 85 1
 84 214 8
 84 691 1
 84 716 4
 85 92 2
 85 215 8
 85 722 4
 86 87 1
 86 217 8
 86 715 1
 86 745 4
 87 218 8
 87 732 1
 87 750 4
 88 90 6
 88 108 1
 88 208 1
 88 527 17
 89 109 1
 89 212 1
 89 655 6
 90 106 1
 90 486 17
 90 572 4
 91 107 1
 91 209 6
 91 604 4
 91 614 2
 92 668 8
 92 715 1
 92 733 4
 93 108 1
 93 213 1
 93 543 17
 93 669 5
 94 109 1
 94 219 1
 94 739 8
 95 371 5
 95 382 1
 95 391 2
 95 409 5
 96 97 1
 96 438 2
 96 439 2
 96 457 4
 97 442 2
 97 455 2
 97 458 4
 98 396 2
 98 402 1
 98 412 1
 98 413 1
 99 412 2
 99 417 1
 99 425 1
 99 508 20
 100 102 1
 100 340 5
 100 362 6
 100 375 10
 101 380 1
 101 381 1
 101 388 2
 101 427 10
 102 104 1
 102 338 5
 102 358 6
 103 105 1
 103 358 6
 103 380 1
 103 381 1
 104 334 5
 104 354 6
 105 354 6
 105 378 1
 106 208 6
 106 583 4
 107 210 6
 107 609 4
 108 220 1
 108 535 17
 109 227 1
 110 369 51
 110 539 13
 110 631 2
 111 674 6
 111 700 1
 112 600 13
 112 640 6
 112 674 1
 112 700 6
 113 674 2
 114 400 2
 114 408 1
 114 415 1
 114 416 1
 115 117 1
 115 416 12
 115 460 1
 115 473 4
 116 117 12
 116 118 1
 116 408 1
 116 416 1
 117 119 1
 117 468 4
 118 119 12
 118 347 20
 118 401 1
 119 376 20
 119 463 4
 120 228 1
 120 356 23
 120 440 1
 120 459 6
 121 228 1
 121 363 23
 121 466 6
 122 229 1
 122 459 9
 122 503 1
 122 517 1
 123 229 1
 123 466 9
 123 530 1
 123 531 1
 124 440 6
 124 456 1
 124 459 1
 124 503 9
 125 366 29
 125 466 1
 125 530 9
 126 323 6
 126 336 1
 126 343 1
 126 363 12
 127 228 23
 127 336 12
 127 356 1
 127 363 1
 128 249 6
 128 253 1
 128 267 11
 128 269 12
 129 253 12
 129 269 1
 129 313 41
 130 132 9
 130 475 47
 131 809 6
 131 835 1
 132 138 47
 132 809 1
 132 835 6
 133 809 2
 134 135 1
 134 379 27
 134 476 3
 135 475 2
 135 482 3
 136 432 26
 136 523 6
 136 581 2
 137 405 25
 137 476 6
 137 523 1
 138 495 6
 138 523 2
 138 581 6
 139 335 1
 139 341 1
 139 379 17
 140 142 1
 140 345 11
 140 432 17
 141 143 1
 141 335 1
 141 341 1
 141 342 1
 142 144 1
 142 359 1
 143 305 17
 143 330 1
 143 339 1
 144 323 17
 144 355 1
 144 369 9
 145 149 13
 145 258 1
 146 147 1
 146 274 1
 146 275 1
 146 287 6
 147 278 1
 147 289 6
 147 292 11
 148 240 1
 148 241 1
 149 240 1
 149 247 1
 150 151 1
 150 255 1
 150 256 1
 150 268 6
 151 257 1
 151 270 6
 151 275 13
 152 261 11
 152 276 1
 152 277 1
 153 276 1
 153 281 1
 153 330 43
 154 155 1
 154 282 10
 154 291 1
 154 293 1
 155 284 10
 155 294 1
 155 320 25
 156 235 1
 156 236 1
 156 237 2
 156 239 10
 157 159 5
 157 236 10
 157 239 1
 158 159 10
 158 160 5
 158 233 1
 158 236 5
 159 161 5
 160 161 10
 160 162 1
 160 232 1
 161 163 1
 162 163 10
 162 230 1
 162 231 1
 163 165 1
 164 230 1
 164 231 1
 165 231 10
 166 341 17
 166 379 1
 166 384 1
 166 476 25
 167 1058 5
 167 1068 6
 168 172 1
 168 900 1
 168 909 5
 169 170 1
 169 175 1
 169 903 2
 169 923 5
 170 176 1
 170 913 1
 170 926 5
 171 179 1
 171 917 1
 171 936 5
 172 173 1
 172 180 1
 173 174 1
 173 181 1
 173 900 1
 174 175 2
 174 182 1
 174 903 1
 175 176 1
 175 902 1
 176 177 1
 176 183 1
 177 178 1
 177 184 1
 177 913 1
 178 179 1
 178 185 1
 178 917 1
 179 186 1
 180 181 1
 180 881 8
 181 182 1
 182 902 2
 183 184 1
 183 892 8
 183 902 1
 184 185 1
 185 186 1
 186 895 8
 187 200 1
 187 837 1
 188 189 2
 188 202 1
 188 811 6
 188 837 1
 189 190 1
 189 203 1
 190 204 1
 190 856 1
 191 192 1
 191 206 1
 191 836 6
 191 856 1
 192 207 1
 192 842 6
 193 194 1
 193 200 1
 193 862 5
 194 195 1
 194 201 1
 195 202 1
 195 857 2
 196 197 1
 196 204 1
 196 857 1
 196 890 8
 197 198 1
 197 205 1
 198 199 1
 198 206 1
 199 207 1
 199 893 8
 200 201 1
 201 202 1
 201 837 1
 202 203 2
 203 204 1
 203 857 1
 204 205 1
 205 206 1
 205 856 1
 206 207 1
 208 220 1
 208 645 1
 209 210 1
 209 223 1
 209 650 2
 210 224 1
 210 667 1
 211 212 1
 211 226 1
 211 644 6
 211 667 1
 212 227 1
 212 649 6
 213 214 1
 213 220 1
 213 675 5
 214 215 1
 214 221 1
 215 222 1
 215 668 2
 216 217 1
 216 224 1
 216 668 1
 216 715 8
 217 218 1
 217 225 1
 218 219 1
 218 226 1
 219 227 1
 219 732 8
 220 221 1
 221 222 1
 221 645 1
 222 223 2
 222 650 1
 223 224 1
 223 668 1
 224 225 1
 225 226 1
 225 667 1
 226 227 1
 228 461 6
 229 461 9
 229 524 1
 230 232 1
 232 233 5
 233 234 5
 234 235 1
 234 236 1
 235 244 14
 237 238 1
 237 242 10
 238 245 10
 238 248 11
 239 242 2
 240 243 1
 241 243 1
 241 244 1
 242 245 1
 242 246 1
 243 247 1
 243 251 2
 244 248 1
 244 250 2
 245 249 1
 245 254 11
 246 249 1
 246 253 6
 247 250 1
 247 258 13
 248 251 1
 248 254 10
 249 256 11
 250 252 1
 250 260 13
 251 252 1
 251 255 10
 252 257 10
 252 263 13
 254 255 1
 254 256 1
 255 257 1
 256 267 6
 257 273 13
 258 259 1
 258 260 1
 259 261 1
 259 262 1
 260 262 1
 260 263 1
 261 264 1
 262 264 1
 262 265 1
 263 265 1
 263 273 10
 264 266 1
 264 277 11
 265 266 1
 265 274 10
 266 278 10
 266 280 11
 267 268 1
 267 283 12
 268 270 1
 268 285 12
 269 283 11
 269 316 41
 270 271 2
 270 286 12
 271 272 2
 271 288 12
 272 275 15
 272 287 10
 272 290 12
 273 274 1
 273 275 1
 274 278 1
 276 279 1
 277 279 1
 277 280 1
 278 291 11
 279 281 1
 279 282 1
 280 282 1
 280 291 10
 281 284 1
 281 304 25
 282 284 1
 283 285 1
 283 302 23
 284 306 25
 285 286 1
 285 303 23
 286 288 2
 286 344 43
 287 289 1
 287 298 12
 288 290 2
 288 346 42
 289 295 9
 289 300 12
 290 298 10
 290 347 42
 291 292 1
 292 293 1
 292 297 6
 293 294 1
 293 299 6
 294 301 6
 294 322 25
 295 296 1
 295 307 12
 296 297 1
 296 309 12
 297 299 1
 297 310 12
 298 300 1
 299 301 1
 299 311 12
 300 307 9
 301 314 12
 301 328 23
 302 303 1
 302 312 6
 303 315 6
 303 348 25
 304 305 1
 304 306 1
 305 308 1
 306 308 1
 306 320 10
 307 309 1
 307 348 23
 308 321 10
 308 339 17
 309 310 1
 309 349 23
 310 311 1
 310 350 23
 311 314 1
 311 351 23
 312 315 1
 312 324 9
 313 316 1
 313 317 1
 314 352 23
 314 353 23
 315 325 9
 315 360 25
 316 318 1
 316 329 11
 317 318 1
 317 334 12
 318 319 1
 318 338 12
 319 333 10
 319 340 12
 320 321 1
 320 322 1
 321 323 1
 321 355 17
 322 323 1
 322 336 6
 324 325 1
 324 326 1
 325 327 1
 325 386 25
 326 327 1
 326 329 2
 327 332 2
 327 390 25
 328 331 1
 328 352 12
 329 332 1
 329 333 1
 330 335 1
 331 336 1
 331 356 12
 332 337 1
 332 401 25
 333 337 1
 333 357 12
 334 338 1
 337 344 2
 337 361 12
 338 340 1
 339 342 1
 339 355 10
 340 357 10
 341 345 1
 342 345 1
 342 359 10
 343 366 12
 343 369 13
 344 346 1
 344 368 12
 345 384 17
 346 347 2
 346 371 12
 347 376 12
 348 349 1
 348 360 6
 349 350 1
 349 364 6
 350 351 1
 350 367 6
 351 353 1
 351 370 6
 352 356 1
 352 440 23
 353 373 6
 353 414 17
 354 358 1
 355 359 1
 357 361 1
 357 372 4
 358 362 1
 359 405 23
 360 364 1
 360 386 9
 361 368 2
 361 374 4
 362 365 1
 362 393 10
 363 366 1
 364 367 1
 364 389 9
 365 380 5
 365 397 10
 367 370 1
 367 394 9
 368 371 1
 368 382 5
 370 373 1
 370 399 9
 371 376 2
 372 375 1
 373 406 9
 373 441 17
 374 377 1
 375 377 1
 375 387 5
 376 391 5
 377 382 2
 377 392 5
 378 381 1
 378 383 2
 380 422 10
 381 385 2
 382 402 5
 383 385 1
 383 398 4
 384 405 5
 385 388 1
 385 404 4
 386 389 1
 386 390 1
 387 392 1
 387 393 1
 388 410 4
 388 434 10
 389 394 1
 389 395 1
 390 395 1
 390 401 2
 391 417 5
 391 469 20
 392 396 1
 392 402 2
 393 396 1
 393 397 1
 394 399 1
 394 400 1
 395 400 1
 395 408 2
 396 403 1
 397 403 1
 397 422 5
 398 404 1
 398 428 6
 399 406 1
 399 407 1
 400 407 1
 401 408 1
 402 409 1
 403 413 2
 403 426 5
 404 410 1
 404 431 6
 405 432 6
 406 411 1
 406 467 17
 407 411 1
 407 415 2
 409 412 1
 409 417 2
 410 435 6
 410 450 10
 411 420 2
 411 472 17
 412 418 1
 413 418 1
 413 433 5
 414 419 1
 414 441 6
 415 420 1
 415 421 1
 416 421 1
 417 499 20
 418 425 2
 418 437 5
 419 423 1
 419 443 6
 420 424 1
 420 485 17
 421 424 1
 421 444 6
 422 426 1
 422 427 1
 423 429 1
 423 447 6
 424 448 6
 424 491 17
 425 445 5
 425 514 20
 426 430 1
 426 433 2
 427 430 1
 427 434 2
 428 431 1
 428 446 5
 429 436 2
 429 452 6
 430 438 2
 430 439 2
 431 435 1
 431 451 5
 433 437 1
 433 438 1
 434 439 1
 434 450 4
 435 454 5
 435 465 10
 436 440 1
 436 456 6
 437 442 1
 437 445 2
 438 442 1
 439 453 4
 441 443 1
 441 467 9
 442 449 2
 443 447 1
 443 471 9
 444 448 1
 444 460 6
 445 449 1
 445 549 20
 446 451 1
 447 452 1
 447 477 9
 448 462 6
 448 534 17
 449 455 2
 449 556 20
 450 453 1
 450 465 6
 451 454 1
 452 456 2
 452 483 9
 453 457 2
 453 470 6
 454 493 10
 455 464 4
 455 567 20
 456 496 9
 457 458 1
 457 481 6
 458 464 2
 458 488 6
 459 461 1
 460 462 1
 460 479 4
 461 466 1
 462 486 4
 462 572 17
 463 468 1
 463 469 1
 464 500 6
 464 597 20
 465 470 1
 465 493 5
 467 471 1
 467 472 1
 468 473 1
 468 474 1
 469 474 1
 469 499 5
 470 481 2
 470 501 5
 471 477 1
 471 478 1
 472 478 1
 472 485 2
 473 479 1
 473 480 1
 474 480 1
 474 507 5
 475 495 3
 476 482 1
 477 483 1
 477 484 1
 478 484 1
 478 490 2
 479 486 1
 479 487 1
 480 487 1
 480 512 5
 481 488 1
 481 515 5
 482 495 2
 482 523 6
 483 489 1
 483 496 2
 484 489 1
 484 497 2
 485 490 1
 485 491 1
 486 492 1
 487 492 1
 487 519 5
 488 500 2
 488 522 5
 489 504 2
 489 505 2
 490 497 1
 490 498 1
 491 498 1
 491 534 6
 492 527 5
 493 501 1
 493 538 6
 494 502 1
 496 503 1
 496 504 1
 497 505 1
 497 506 1
 498 506 1
 498 542 6
 499 507 1
 499 508 1
 500 537 5
 501 515 2
 501 544 6
 502 509 1
 503 510 1
 504 510 1
 504 518 2
 505 511 1
 505 518 2
 506 511 1
 506 548 6
 507 512 1
 507 513 1
 508 513 1
 508 514 1
 509 516 1
 509 578 10
 510 517 1
 510 525 2
 511 526 2
 511 554 6
 512 519 1
 512 520 1
 513 520 1
 513 521 1
 514 521 1
 514 549 5
 515 522 1
 515 557 6
 516 550 5
 516 587 10
 517 524 1
 517 532 2
 518 525 1
 518 526 1
 519 527 1
 519 528 1
 520 528 1
 520 529 1
 521 529 1
 521 555 5
 522 537 2
 524 531 1
 524 540 2
 525 532 1
 525 533 1
 526 533 1
 526 564 6
 527 535 1
 528 535 1
 528 536 1
 529 536 1
 529 560 5
 530 539 1
 531 539 1
 531 546 2
 532 540 1
 532 541 1
 533 541 1
 533 571 6
 534 542 1
 534 572 6
 535 543 1
 536 543 1
 536 565 5
 537 576 6
 537 656 20
 538 544 1
 538 568 5
 539 552 2
 540 546 1
 540 547 1
 541 547 1
 541 582 6
 542 548 1
 542 583 6
 543 573 5
 544 557 2
 544 577 5
 545 551 1
 545 558 2
 546 552 1
 546 553 1
 547 553 1
 547 589 6
 548 554 1
 548 590 6
 549 555 1
 549 556 1
 550 611 10
 551 562 2
 552 559 1
 552 631 13
 553 559 1
 553 594 6
 554 564 2
 554 595 6
 555 560 1
 555 561 1
 556 561 1
 556 567 2
 557 592 5
 558 562 1
 558 563 1
 559 600 6
 559 640 13
 560 565 1
 560 566 1
 561 566 1
 561 575 2
 562 569 1
 562 570 1
 563 570 1
 563 580 2
 564 571 1
 564 604 6
 565 573 1
 565 574 1
 566 574 1
 566 585 2
 567 575 1
 567 597 4
 568 577 1
 568 578 1
 569 579 1
 569 612 7
 570 579 1
 570 588 2
 571 582 1
 571 609 6
 572 583 1
 573 584 1
 573 669 17
 574 584 1
 574 591 2
 575 585 1
 576 606 5
 576 688 20
 577 586 1
 577 592 2
 578 586 1
 578 587 1
 579 620 7
 580 588 1
 581 835 47
 582 589 1
 582 613 6
 583 590 1
 584 596 2
 584 676 17
 585 591 1
 585 605 4
 586 593 1
 587 593 1
 587 611 5
 589 594 1
 589 622 6
 590 595 1
 591 596 1
 591 610 4
 592 598 1
 593 602 2
 593 617 5
 594 600 1
 594 626 6
 595 604 2
 595 614 4
 596 615 4
 596 686 17
 598 601 1
 598 606 2
 599 630 6
 599 639 7
 600 632 6
 601 607 1
 602 607 1
 602 627 5
 603 608 1
 603 612 2
 604 609 1
 605 610 1
 606 713 20
 607 616 2
 607 634 5
 608 618 2
 608 619 2
 609 613 1
 610 615 1
 610 646 6
 611 617 1
 611 618 1
 612 619 1
 612 620 1
 613 622 1
 614 650 6
 615 651 6
 615 707 17
 616 647 5
 616 725 20
 617 623 1
 617 627 2
 618 623 1
 618 628 2
 619 624 1
 619 628 2
 620 624 1
 620 629 2
 621 625 1
 622 626 1
 622 644 4
 623 635 2
 623 636 2
 624 637 2
 624 638 2
 625 630 1
 626 632 1
 626 649 4
 627 634 1
 627 635 1
 628 636 1
 628 637 1
 629 638 1
 629 639 1
 630 666 7
 631 640 1
 632 655 4
 632 700 13
 634 641 1
 634 647 2
 635 641 1
 636 642 1
 637 642 1
 637 648 2
 638 643 1
 638 648 2
 639 643 1
 639 660 5
 641 652 2
 642 653 2
 643 654 2
 643 665 5
 644 649 1
 645 650 1
 646 651 1
 646 670 5
 647 652 1
 647 752 20
 648 653 1
 648 654 1
 649 655 1
 651 677 5
 651 741 17
 652 658 2
 652 758 20
 653 657 1
 653 659 2
 654 657 1
 654 679 5
 656 682 5
 657 664 2
 657 684 5
 658 662 1
 658 769 20
 659 663 1
 659 664 1
 660 665 1
 660 666 1
 661 670 1
 661 692 5
 662 678 2
 662 778 20
 663 671 1
 663 678 2
 664 671 1
 664 694 5
 665 672 1
 665 679 2
 666 672 1
 666 673 1
 669 675 1
 669 676 1
 670 677 1
 670 696 5
 671 683 2
 671 698 5
 672 680 1
 672 685 2
 673 680 1
 673 699 5
 675 681 1
 676 681 1
 676 686 2
 677 701 5
 677 764 17
 678 683 1
 678 790 20
 679 684 1
 679 685 1
 680 690 2
 680 705 5
 681 691 2
 682 687 1
 682 688 1
 683 709 5
 683 795 20
 684 689 1
 684 694 2
 685 689 1
 685 690 1
 686 691 1
 686 707 4
 687 692 1
 687 693 1
 688 693 1
 688 713 5
 689 695 1
 690 695 1
 690 714 5
 691 712 4
 692 696 1
 692 697 1
 693 697 1
 693 717 5
 694 698 1
 695 704 2
 695 720 5
 696 701 1
 696 702 1
 697 702 1
 697 723 5
 698 703 1
 698 709 2
 699 705 1
 699 706 1
 701 708 1
 701 734 6
 702 708 1
 702 727 5
 703 710 1
 704 710 1
 704 730 5
 705 711 1
 705 714 2
 706 711 1
 706 731 5
 707 712 1
 707 741 6
 708 735 5
 709 817 20
 710 719 2
 711 721 2
 712 716 1
 712 746 6
 713 717 1
 713 718 1
 714 720 1
 714 721 1
 715 740 4
 716 722 1
 716 751 6
 717 723 1
 717 724 1
 718 724 1
 718 725 1
 719 748 5
 719 827 20
 720 726 1
 720 730 2
 721 726 1
 721 749 5
 722 733 2
 722 756 6
 723 727 1
 723 728 1
 724 728 1
 724 729 1
 725 729 1
 725 752 5
 726 738 2
 726 754 5
 727 735 1
 727 736 1
 728 736 1
 728 737 1
 729 737 1
 729 757 5
 730 738 1
 732 739 1
 732 755 4
 733 740 1
 733 763 6
 734 765 6
 735 742 1
 735 765 6
 736 742 1
 736 743 1
 737 743 1
 737 760 5
 738 744 1
 738 762 5
 739 759 4
 740 745 1
 740 771 6
 741 746 1
 741 764 5
 742 747 1
 742 766 5
 743 747 1
 743 767 5
 744 753 2
 744 770 5
 745 750 1
 745 779 6
 746 751 1
 746 772 5
 747 774 5
 747 775 5
 748 753 1
 748 852 20
 749 754 1
 749 814 12
 750 755 1
 750 786 6
 751 756 1
 751 780 5
 752 757 1
 752 758 1
 753 785 5
 753 855 20
 754 762 2
 754 818 12
 755 759 1
 755 791 6
 756 763 2
 756 787 5
 757 760 1
 757 761 1
 758 761 1
 758 769 2
 759 796 6
 760 767 1
 760 768 1
 761 768 1
 761 777 2
 762 770 1
 762 828 12
 763 771 1
 763 797 5
 764 772 1
 765 773 1
 766 773 1
 766 774 1
 767 775 1
 767 776 1
 768 776 1
 768 783 2
 769 777 1
 769 778 1
 770 785 2
 770 833 12
 771 779 1
 771 801 5
 772 780 1
 773 781 1
 773 806 6
 774 781 1
 774 816 8
 775 782 1
 775 858 17
 776 782 1
 776 788 2
 777 783 1
 777 784 1
 778 784 1
 778 790 2
 779 786 1
 779 805 5
 780 787 1
 781 812 6
 781 820 8
 782 792 2
 782 863 17
 783 788 1
 783 789 1
 784 789 1
 784 794 2
 785 845 12
 785 880 20
 786 791 1
 786 810 5
 787 797 2
 787 811 5
 788 792 1
 788 793 1
 789 793 1
 789 799 2
 790 794 1
 790 795 1
 791 796 1
 791 815 5
 792 798 1
 792 816 5
 793 798 1
 793 802 2
 794 799 1
 794 800 1
 795 800 1
 795 817 5
 796 819 5
 797 801 1
 798 807 2
 798 821 5
 799 803 1
 800 803 1
 800 822 5
 801 805 1
 802 808 1
 803 825 5
 804 814 2
 805 810 1
 806 812 1
 807 813 1
 808 830 5
 810 815 1
 810 836 5
 812 851 8
 813 838 5
 814 818 1
 814 829 3
 815 819 1
 815 842 5
 816 820 1
 816 821 1
 817 822 1
 817 823 1
 818 828 2
 818 834 3
 819 848 5
 820 824 1
 820 851 6
 821 824 1
 821 859 8
 822 825 1
 822 826 1
 823 826 1
 823 827 1
 824 853 6
 824 864 8
 825 830 1
 825 831 1
 826 831 1
 826 832 1
 827 832 1
 827 852 5
 828 833 1
 829 841 2
 830 838 1
 830 839 1
 831 839 1
 831 840 1
 832 840 1
 832 854 5
 833 845 2
 834 846 2
 836 842 1
 838 843 1
 838 859 5
 839 843 1
 839 844 1
 840 844 1
 840 860 5
 841 846 1
 841 847 1
 842 848 1
 843 849 1
 843 865 5
 844 849 1
 844 866 5
 845 901 20
 846 850 1
 846 916 25
 847 850 1
 847 873 6
 849 870 5
 849 871 5
 850 877 6
 851 853 1
 851 874 5
 852 854 1
 852 855 1
 853 879 5
 853 886 9
 854 860 1
 854 861 1
 855 861 1
 855 880 5
 858 862 1
 858 863 1
 859 864 1
 859 865 1
 860 866 1
 860 867 1
 861 867 1
 861 882 5
 862 868 1
 863 868 1
 863 874 2
 864 869 1
 865 869 1
 865 870 1
 866 871 1
 866 872 1
 867 872 1
 867 883 5
 868 878 2
 869 875 1
 869 886 6
 870 875 1
 870 884 5
 871 876 1
 871 884 5
 872 876 1
 872 885 5
 873 889 6
 874 878 1
 874 879 1
 875 887 5
 876 888 5
 877 891 6
 878 881 1
 879 881 1
 880 882 1
 880 901 12
 882 883 1
 882 904 12
 883 885 1
 883 905 12
 884 887 1
 884 896 6
 885 888 1
 885 907 12
 886 898 6
 887 898 6
 887 899 6
 888 896 5
 888 911 12
 889 891 1
 889 945 21
 890 892 1
 891 950 21
 893 894 1
 893 895 1
 894 897 1
 895 897 1
 896 899 1
 896 939 15
 898 906 5
 898 910 6
 899 910 6
 899 932 12
 900 903 1
 900 914 5
 901 904 1
 901 908 3
 903 918 5
 904 905 1
 904 912 3
 905 907 1
 905 915 3
 906 909 1
 907 911 1
 907 919 3
 908 912 1
 908 916 2
 909 914 1
 910 927 5
 910 961 15
 911 922 3
 911 932 6
 912 915 1
 912 920 2
 913 917 1
 913 930 5
 914 918 1
 915 919 1
 916 920 1
 917 934 5
 918 921 1
 918 923 2
 919 922 1
 919 924 2
 921 938 5
 922 928 2
 922 939 5
 923 926 1
 924 928 1
 924 929 1
 925 929 1
 925 949 6
 926 930 1
 927 931 1
 927 962 12
 928 933 1
 928 948 5
 929 933 1
 929 954 6
 930 934 1
 931 935 1
 931 966 12
 932 943 3
 932 962 11
 933 953 5
 933 957 6
 934 936 1
 934 937 1
 935 938 1
 935 971 12
 936 941 1
 936 942 1
 937 942 1
 937 958 5
 938 947 2
 938 973 12
 939 943 1
 939 948 2
 940 944 1
 941 946 1
 942 946 1
 942 959 5
 943 952 2
 943 961 6
 944 949 1
 945 950 1
 945 970 9
 946 960 5
 947 951 1
 947 976 12
 948 952 1
 948 953 1
 949 954 1
 950 972 9
 950 1025 25
 951 955 1
 951 979 12
 952 956 1
 952 963 6
 953 956 1
 953 964 6
 954 957 1
 954 965 6
 955 958 1
 955 984 12
 956 967 6
 956 968 6
 957 964 5
 957 969 6
 958 959 1
 958 990 12
 959 960 1
 959 995 12
 960 998 12
 961 963 2
 961 974 5
 962 966 1
 962 974 3
 963 967 1
 963 978 5
 964 968 1
 964 983 6
 965 969 1
 965 1036 21
 966 971 1
 966 975 3
 967 982 5
 967 987 6
 968 987 6
 968 988 6
 969 983 5
 969 1038 21
 970 972 1
 970 989 6
 971 973 1
 971 977 3
 972 994 6
 972 1045 25
 973 976 2
 973 980 3
 974 975 1
 974 978 2
 975 977 1
 975 981 2
 976 979 1
 976 991 3
 977 980 1
 977 985 2
 978 981 1
 978 982 1
 979 984 1
 979 996 3
 980 991 2
 980 992 2
 981 985 1
 981 986 1
 982 986 1
 982 1007 6
 983 988 1
 983 1044 21
 984 990 1
 984 999 3
 985 992 1
 985 993 1
 986 993 1
 986 1012 6
 987 1007 5
 987 1013 6
 988 1013 6
 989 994 1
 989 1008 5
 990 995 1
 990 1001 3
 991 996 1
 991 1000 2
 992 997 1
 992 1000 2
 993 997 1
 993 1017 6
 994 1014 5
 994 1055 25
 995 998 1
 995 1004 3
 996 999 1
 996 1002 2
 997 1003 2
 997 1020 6
 998 1009 3
 999 1001 1
 999 1005 2
 1000 1002 1
 1000 1003 1
 1001 1004 1
 1001 1010 2
 1002 1005 1
 1002 1006 1
 1003 1006 1
 1003 1022 6
 1004 1009 1
 1004 1015 2
 1005 1010 1
 1005 1011 1
 1006 1011 1
 1006 1023 6
 1007 1012 1
 1007 1024 6
 1008 1014 1
 1008 1026 6
 1009 1018 2
 1010 1015 1
 1010 1016 1
 1011 1016 1
 1011 1027 6
 1012 1017 1
 1012 1028 6
 1013 1024 5
 1013 1056 21
 1014 1030 6
 1014 1063 25
 1015 1018 1
 1015 1019 1
 1016 1019 1
 1016 1031 6
 1017 1020 1
 1017 1032 6
 1018 1021 1
 1018 1046 13
 1019 1021 1
 1019 1034 6
 1020 1022 2
 1020 1035 6
 1021 1037 6
 1021 1050 13
 1022 1023 1
 1022 1039 6
 1023 1027 1
 1023 1040 6
 1024 1028 1
 1025 1029 1
 1025 1045 9
