 5000    7000
  402    1627      29
  402    2509      60
  402    2697      59
  402    4896       4
  403    1916      51
  405     160       1
  405    2810      40
  405    2934      29
  405    3721      20
  408     586      10
  408    2620       8
  409    1819      59
  409    3014      22
  410     878      51
  411    1360      12
  412    4457      27
  414    3655      58
  414    3878      21
  414    4127      34
  416     884      30
  416    3129      45
  416    4480      17
  418    3545       2
  418    3739      30
  420     931      28
  420    3171      55
  421    3383      32
  421    3859      34
  423    1510      60
  423    1853      16
  425    4564      16
  427    4900      53
  428    3536      59
  428    4887      24
  429    1613      48
  430     108      24
  430    4604       7
  431     986      56
  431    3872      25
  432     109      53
  433    1171      26
  433    3724       5
  433    3806      34
  434    3669       5
  434    4207       2
  435    3396      40
  435    3680      14
  437    2778      57
  437    3375      59
  438     477      35
  438    4093       4
  439    4234      16
  442    4724      22
  443    2231      49
  444    2586      53
  445    3168      59
  446    2464      37
  446    3101      44
  446    4101      30
  447    4277      24
  450    1057      24
  450    3685      32
  450    4723      46
  452     998      44
  453    4592       3
  453    4859      52
  454    2144      49
  454    4324      60
  454    4705      50
  455     832      13
  455    1256       5
  455    2468      54
  455    3006      16
  456     794       7
  456    1039      10
  456    4845      25
  459    1342      21
  459    2511      49
  459    2756      12
  459    3311       3
  459    4954      37
  460      56       5
  461    4858      22
  462    1550      24
  462    1553      40
  464    2749      30
  465    4263       3
  466    4624      48
  467     650      29
  467    1451      30
  467    2438      20
  467    3061      47
  467    4280      57
  468     397      16
  468    4303       5
  470    3385      59
  471     311      46
  471    3054      16
  471    4276       5
  473     764      43
  475    3095      36
  476    3845      51
  477     426      43
  478     900      24
  479    3496       4
  480    3031       8
  480    4175      39
  481     107      39
  481    1255      15
  481    1940      29
  481    2043      46
  481    2470      49
  482    1720      47
  483      66       8
  483    2825      58
  483    2952      56
  483    4289      58
  484    2777      27
  486    3734      12
  487    3110      34
  488    1708      40
  488    2684      39
  489    2776       3
  490    1766      31
  490    1776       8
  491     369      58
  492    3701      19
  493    3294      57
  493    3826      47
  494    1921      16
  495    1634      27
  495    2635      60
  495    2768      55
  495    2774      14
  495    3869      47
  498    3226      54
  499    2597      11
  499    4097      59
  500    1893      21
  502    1169      14
  506    1983      54
  506    2690       1
  506    3112       5
  507     976      21
  509    2533       7
  510    1025      48
  510    1882      19
  514     605       2
  514    1634      12
  514    2639      30
  515    2697      24
  515    4575      29
  517     621      22
  517    2130       6
  517    2627      55
  518    2786      54
  518    2878      41
  519    1709      55
  519    2105       3
  520    2605      60
  520    4969      33
  521    4286      60
  521    4955       3
  522    1020       7
  524     751      17
  525     991      30
  527     837      19
  527    1473       5
  528    1780      25
  529    2941       4
  530     857      40
  530    4565      21
  532    3112      48
  533    1722      25
  533    1742      45
  534    2680      10
  535     654      28
  536    2509      38
  536    3057      18
  537    1412      51
  537    3745      29
  540    1342       6
  540    2433      29
  541    4718      18
  542    1609      15
  543    3460      39
  543    4035       2
  543    4082      10
  545     195       8
  545    2584      31
  546    1223      20
  546    2019      59
  547      60      53
  548     148      54
  548    2221      18
  549    2319      40
  550    1231      57
  550    1340      27
  550    3114      22
  551       2       8
  551     964      54
  551    2124      24
  552    3110      27
  553    2658      35
  553    4271      51
  554     762      16
  554    1801      14
  554    3750      31
  557    1084      41
  557    3540      54
  559    1046      51
  559    4179      54
  559    4788      12
  560     287      56
  562     813      28
  563    2867       7
  564     811      45
  565    1116      26
  566    2287      48
  566    3286      23
  566    3774      29
  568    2071      60
  570    2004      53
  570    3308      34
  570    4526      15
  571     178      30
  572    1992      43
  572    3287      41
  573     445      28
  573    3363      37
  573    3531      14
  573    4801      28
  574     343       9
  574    3917       2
  574    4134      18
  576    1506      49
  577     846      60
  577    3220       2
  577    3750      52
  577    4206      60
  578    1401      43
  578    2865      51
  579    1853      59
  579    4567      55
  580    3132      14
  581    2744      58
  581    3776       6
  582    1991      15
  582    3597      47
  582    4324      24
  586    4073       2
  586    4190      12
  587     117       2
  587    4772      57
  588     701      43
  589     926      41
  590    1042      12
  590    1897      40
  590    3332       2
  591    4523      44
  592    1972      46
  593     652      17
  593    3163      16
  593    3212      44
  593    3350      53
  594    4839      46
  595    1999      45
  595    2785      42
  595    4510       9
  595    4665      31
  596     139      48
  596    4288      23
  597    2786      32
  599     641      60
  600     900      33
  601    4089       8
  601    4318       2
  602    3346      44
  603    4045      41
  604    2793      42
  605    1075      38
  605    3994      56
  606     538      57
  606     782      16
  607     387      38
  607    3259      50
  608    1050      52
  609     712      11
  609    4332      33
  610     222      56
  610    2773      43
  610    3894      24
  612    3098      26
  613     511      11
  613    3914      58
  614     688      24
  615    3000       4
  616    3766       6
  616    4607       1
  617    1103      48
  617    1565      46
  617    3575      23
  621    1148      22
  621    1491      55
  622    3118      58
  623     483       7
  623    2208      42
  623    3742      54
  626     781       5
  627    2060      60
  627    2931      16
  629    3576      15
  630    4668      21
  631    2260      18
  631    2705      26
  632     210      48
  632    1643      59
  632    4522      32
  633     238      55
  633    2398      55
  633    3296      37
  634    2395      48
  636    1666      31
  636    3645      35
  637    3092      39
  637    4489      30
  638    2597      57
  639    1453      46
  640    4255      55
  641     506      44
  642    2546       3
  643    1987       7
  643    4904      57
  644     246      53
  644     353      13
  644    4411      14
  645    3501       2
  646     974      27
  646    2071      50
  647    3112      41
  647    3382      12
  650    2724      52
  650    3006      48
  651    2805      17
  651    4797      41
  652      14      10
  652    1544      22
  652    2635      29
  654     825      49
  655    1655      10
  655    4135      39
  655    4579      24
  656    2152      23
  657     910      43
  657    3910      37
  658     288      43
  658    1480      39
  659    1834      29
  659    4064      25
  661    1236      54
  661    2379      34
  662     729       3
  662    2445       3
  663     836       7
  663    1195      40
  664     387      22
  664    4927      43
  665    4099      49
  666    1317      21
  667    1481      35
  667    2684      12
  669    1181      53
  669    1329      28
  670     971      11
  671     784      29
  672    1055      49
  672    3887      25
  673    3679      20
  673    4620      17
  674    2724       7
  674    4108      41
  675    2775       3
  676    3148      30
  677    2326      35
  677    2838      12
  679    2044      19
  680     756      59
  682    2426       1
  683    2230      34
  683    2314      38
  684    2184      16
  686     734      52
  688     635      44
  688    1566       3
  688    2729       2
  688    3462       4
  688    4813       3
  689    3499      34
  690    4208      46
  691    1568      60
  691    3421      33
  691    3724      45
  692    4662      35
  693    1208      53
  694    4045      47
  695    4584      28
  696    2519      60
  697     576      11
  697    3338      41
  698    2960      48
  699      52      28
  699    2424       2
  699    3484      36
  700     405       1
  701    2621      19
  702    4207      20
  703    2543      46
  704     705       2
  704    3537      53
  706     215       8
  706    1530      37
  706    4141      24
  706    4900      58
  707    3851      60
  708     655      30
  710    1428      53
  710    4999       2
  711    2120      50
  711    3038      57
  711    3605      46
  712    1155      40
  712    1808      43
  712    3909      37
  713    1771      41
  713    3148      10
  714    2835      30
  715     861      40
  715     933      46
  715    2815      29
  716    3358      20
  717     230      44
  717    1294      36
  719    4507      59
  720     977      54
  721    1359       6
  721    4219      29
  722     819      26
  722    1726      20
  723    2090      30
  723    2308      35
  724     167       1
  725    1035       3
  725    2834      30
  726    1593      31
  726    4649      30
  727    1696      40
  727    3899      52
  729    3636      49
  730    3804      31
  730    4611       9
  731    2701      43
  732     773      35
  732    1555      38
  732    2717      37
  732    4319      23
  733      43      18
  733     663      23
  734    2303      43
  735    1731      15
  736    4354      55
  737     531      21
  737    1380      16
  738    4291      16
  738    4589      27
  739     175      44
  739     945      21
  740    2579      35
  741    1465      36
  741    3179       4
  741    3727       3
  742    4640       1
  743    3724      50
  744    4047      47
  745    4976       4
  746    2765      40
  747    3768      54
  748      78      12
  748     657      52
  749     116      29
  749    2291      60
  749    2353      36
  749    3003      49
  749    4704      32
  751    1914      23
  755     931      57
  756    1098      60
  756    1425       4
  756    2535       6
  759     850      26
  759    2549      43
  759    4684       6
  760     714      32
  760     960      17
  760    3701       4
  762     800      14
  762    1011       3
  763    3177      47
  765      24       5
  765    3131      42
  765    4006       5
  765    4608      50
  766     851       2
  768    4867      35
  770     849      59
  770     945      17
  770    1014      28
  770    1493      52
  771      67       2
  772    3425      56
  773    1552      21
  776     899       8
  776    4101      50
  778    3730      26
  778    3803      49
  778    4523      14
  779     891      26
  779     899       1
  780    2802      50
  782    2864      11
  782    4122      12
  784     472      47
  784    2226       4
  784    3033      31
  784    3262      29
  785    2790      58
  785    3743      21
  787    1691      46
  787    1881      40
  788    4951      22
  789    2200      14
  790    2627       7
  791    2074      26
  792     984      27
  793     578      12
  793    4290       3
  793    4320      48
  794    1110       8
  796     981      51
  796    1572      29
  798    1788      60
  799    3432      37
  800     588      18
  800    2100      17
  800    3095       2
  800    4069      35
  801    3105      16
  802    2860      51
  803    2829      30
  803    2881      60
  803    3319      30
  803    3857      35
  804     781      27
  805    4824      33
  807    4929      12
  810     210      55
  811    1404      59
  812    2273      38
  812    3263      44
  812    4670      24
  813     517      43
  813    3843      55
  814     261      34
  814    1378      18
  816     167      41
  816     206      43
  816    2386       6
  816    4199      45
  817    1142      40
  817    1572      42
  817    2268      30
  817    2278      48
  818    4718      12
  818    4939      53
  820    3141       1
  821    2355      15
  821    4048      37
  822     762      24
  822    3610      51
  822    3840      11
  822    4284      15
  823    1933      45
  824     932      44
  824    1536      14
  824    2483      43
  825    4683      31
  826    2521      18
  827     648      48
  828    1939      42
  828    4851      59
  829    4685      57
  830    4476      21
  831    4158      34
  832     147       6
  832    2814      45
  833    3410      31
  834     786      57
  835    2862      49
  835    3639      41
  838     178      42
  839    2683      59
  840    1538      37
  840    2971      35
  843    3250      33
  844     836      22
  844    4819      58
  844    4841      32
  845    1517      15
  845    3339      17
  845    4222      45
  845    4615      21
  846     604      50
  846    2551      15
  847    2770      24
  848     317       3
  848     894      17
  848    3335      39
  849     597      21
  849    1367       5
  849    3211      12
  850     313      56
  850     634      34
  851    1262      11
  851    2783      59
  851    3915      23
  852     540      57
  852    2373      45
  853    3928      24
  854    3039      25
  854    3239      49
  855    4242      23
  856    1808      13
  856    4196       8
  857    1982      39
  860    3539      23
  861    3355      24
  861    4765      26
  862    3345      31
  864    2736      24
  865     226      42
  865     330      38
  865     463       9
  865    4575      54
  866     366      59
  866    1780      27
  867     957      22
  868    2937      28
  869    1450      43
  870     663      36
  870    1442      57
  871     933      32
  871    2138      14
  871    3092      11
  873     862      41
  874     442      52
  874    3420      49
  875     768       4
  875    1097      31
  875    1114      53
  876    3369      33
  877     443      42
  877     652      30
  878    2250      20
  878    2703      13
  879    3390      34
  880    1980      19
  881    3885      20
  883      40       2
  883    2268      34
  884    1657      35
  884    1926      33
  885    3516      18
  886    1080       3
  886    3568      37
  886    4977      44
  887     977      31
  887    4116      52
  888    1479      34
  888    2760      15
  894    1664      15
  894    3694      44
  894    4916      15
  895     735      47
  895    2959      58
  896    3793      37
  897    3021      50
  897    4847      28
  898      33      15
  900     623      39
  900    4441      35
  901    1829      16
  901    2079      39
  901    2393      46
  901    3208      29
  901    3605       8
  902    2375      60
  903    1829      43
  903    3062       7
  904    3040       4
  905    1429      32
  906     450      26
  906    4573      45
  907    3814      44
  908     266       6
  909     244      29
  910     579       1
  910    3239      20
  911     570      57
  911    3460      60
  913    3050      16
  914     800       5
  914    4632      26
  915    2649      50
  915    2785      17
  917    1152      41
  917    2495      49
  918    2105      13
  918    3254      19
  918    4488      26
  919    4694      40
  920    2069      13
  923    3078      29
  924     100      53
  924     928      18
  924    1657      29
  924    2166      18
  925    3517      35
  926    4734      26
  928     904      56
  928    2299      10
  928    2764      11
  930    4704      34
  932    4583      44
  933    1073      52
  933    3939      15
  934    4943      49
  936     717      51
  936    1478      41
  936    3820      56
  936    4052       2
  937     415      52
  937    3766      26
  938     355      16
  938    1141      40
  939      34      37
  939    2507      22
  940    1297      25
  940    1526      11
  940    2359      10
  940    2775      57
  940    4655      24
  941     767      55
  941    1926      59
  942    4753      11
  945     476      27
  945    2232      59
  945    3926      25
  945    4613      45
  947     222      57
  947    2159       7
  947    2533      38
  950     643      44
  951    3656      21
  951    3658      50
  952     481      16
  952    4850      11
  953    4569      41
  954     110      23
  954    1631      41
  954    4667      57
  955    1312       6
  955    2239      34
  956    2661      27
  956    2807      49
  956    3211      23
  961     143      21
  961    3223      45
  963    2667      38
  963    2830      11
  964    3848      10
  965     822      37
  965    1291      57
  965    1814      11
  967    1964      21
  968    4982      46
  969    4132      15
  971    1657      22
  972    4137      51
  973    1173      36
  973    2647      55
  973    3816      41
  974    1882      56
  974    3054       7
  974    3099       4
  974    4705      37
  975     202      31
  976     400      14
  976    1468      22
  976    3095      44
  977     815      20
  977    1428      44
  978     951      43
  978    1250      25
  981    4440      58
  982    1168      32
  982    3482      43
  982    4630      38
  982    4678      18
  983    1202      18
  984     278      33
  985    2528      36
  986    1556       9
  986    2194      10
  986    2617      19
  987    1386      36
  987    3347      36
  988    4602      43
  989    1057      10
  990    4452      47
  991      37      32
  991     398      45
  991    2123      13
  991    2579      41
  991    3829      50
  992    4348      40
  994    4262      43
  994    4425      30
  995    4679      27
  996     165      13
  996    4845      56
  997    4950      10
  998    2998       9
  998    4139      26
 1000     665       5
 1000     922      16
 1000    2245       1
 1000    2534      45
 1000    3666      60
 1001     853      37
 1001    1839      54
 1002    1236      35
 1003    1077      47
 1003    1309       7
 1004     356      16
 1004    1277      54
 1004    1356      57
 1005    3528      57
 1005    4302      52
 1005    4964      44
 1006    1354      50
 1006    2415      58
 1007    3587      28
 1009    1384      20
 1009    1682      52
 1009    4414      11
 1010    2889      27
 1012    3312      33
 1012    4392      27
 1013    2383      14
 1014    1503      30
 1016    3748      10
 1017     769      55
 1017    4704      29
 1018     594      41
 1018     630      35
 1018    3247      32
 1019     548      21
 1019    2854       3
 1019    3319      55
 1021    2961      44
 1022    3046      49
 1023    1242       8
 1024     909      15
 1024    3981      55
 1024    4194       7
 1025     909      12
 1025    4416      36
 1026    4299      60
 1027    2037      49
 1028    1241      45
 1028    3135       5
 1031    2849      51
 1033    1917      56
 1034    2010      12
 1034    2579      13
 1036    1921      48
 1037     208      13
 1037    2892      47
 1038    3368      42
 1038    4943      25
 1039     311      49
 1039     597      50
 1040     517      26
 1040     713      49
 1041    4421       2
 1042    1170      39
 1043     324      21
 1044    3936      36
 1046    2670      55
 1047     648      21
 1048    2282      26
 1048    3684      33
 1049    1406      33
 1049    1691       3
 1049    4574       6
 1051     833      30
 1051    1707      20
 1052     478      16
 1052    2360      40
 1052    3612      27
 1053     772      27
 1053    1951      44
 1053    4244       9
 1054     307       2
 1054    2892      37
 1055    1885      15
 1055    2520      21
 1055    3456      17
 1055    4163      27
 1056    1648      39
 1056    3036      37
 1056    3216      34
 1056    4384      60
 1057     376      24
 1059     339      56
 1059    4230      45
 1060     861      12
 1061     836      19
 1061    3155      52
 1061    3978      40
 1062     600      14
 1063    1421      16
 1063    4552      53
 1064    2156      14
 1065    4241      50
 1067      81      15
 1067    2871      21
 1067    2889      51
 1068     153      21
 1068    2096      28
 1069    1425      42
 1072    2543       3
 1072    3341      19
 1074     833      49
 1074     879      14
 1074    3274       5
 1075    2360      23
 1075    4392      48
 1076     173      45
 1076     965      57
 1076    1862       2
 1077     803      41
 1079    3717      60
 1080    2516       2
 1081     419      57
 1082    2293      37
 1084      27      39
 1084    1502      52
 1085    3246      41
 1086     240      46
 1088    2411      18
 1088    4009      32
 1088    4557      47
 1089    2994      37
 1090    2330      18
 1090    4841       7
 1091    1795      19
 1092     329      39
 1092    4758      23
 1094    1722      30
 1094    3031      60
 1095    1199      38
 1095    4932       9
 1096    3781      59
 1097    1612      25
 1098     696       5
 1100    3973      10
 1100    4368       9
 1101    1739      21
 1101    2541      35
 1101    3450      30
 1101    3792      40
 1102    2210       2
 1102    2830       4
 1103    1840       3
 1104    2937      18
 1104    4462      46
 1105     556      16
 1105    3900      19
 1106    1987      28
 1107    2198      56
 1107    2217      25
 1107    3870      34
 1107    4647      45
 1108    1886      41
 1110    1934      22
 1112     568      32
 1112    1943      53
 1112    3751      21
 1115    2811      58
 1116    2939      39
 1116    4289      13
 1117    3617      58
 1117    4648      30
 1118    2371       5
 1118    4175      49
 1118    4943      28
 1119    1662      17
 1119    2291      27
 1119    4375      50
 1120    1841      60
 1120    3787      14
 1120    4285      15
 1122    2426       5
 1123    1238      55
 1125    2824      44
 1126    2298       7
 1127    1041      46
 1127    1579      14
 1127    3605      45
 1127    4999       8
 1128    1905      25
 1129     995      59
 1129    3312      60
 1130    2164       1
 1131    3655      31
 1132     509      17
 1133     222      52
 1133    2048      47
 1134    4599      23
 1135    2592      57
 1136    1511      45
 1136    4444      32
 1137    4909      31
 1138    1396      41
 1139    4290       2
 1140    3721       3
 1140    4271       7
 1141    4446      40
 1143     123      41
 1143    2758      44
 1144    4010      14
 1144    4843      56
 1145    2976      28
 1146    2697      58
 1146    4136      35
 1147    1056      45
 1148    2106       2
 1149     477       4
 1151    3372      50
 1152    2694       3
 1153     173       2
 1154    1527      30
 1156    3103      35
 1157    4372      49
 1158     498      13
 1159    2439      10
 1160    1004      25
 1160    1419      25
 1160    2531      22
 1161    4542      36
 1162    2058      56
 1162    2096      14
 1162    2837      28
 1162    4317      35
 1162    4701      59
 1164    4132      58
 1165    2819      34
 1168     810      47
 1169    4816      12
 1174    2902      35
 1174    4010      28
 1174    4261      44
 1176    2067      36
 1176    4030      40
 1176    4605      37
 1176    4794      58
 1177      64      26
 1179     789      56
 1179    1329      35
 1181    2570      59
 1182     825       1
 1182    1481      38
 1182    1923      35
 1183    1015      13
 1183    4391      57
 1185     276      46
 1185    2937      22
 1187    1386      23
 1188     499      53
 1188    3631      32
 1191     797      50
 1191    4073      14
 1192    4703      47
 1193    1565       3
 1195    2019       5
 1196    4415       5
 1197      56      32
 1198    1129      11
 1198    2622      60
 1200     214      41
 1201     710      27
 1203    1575      29
 1203    1583      13
 1203    3517      34
 1204    1702      49
 1205    4988      41
 1206    2328      34
 1206    4724      20
 1207    2410      12
 1207    4626      30
 1208    4440      26
 1209     142      50
 1211    1779      35
 1211    3747      12
 1212    2311      32
 1213     441      23
 1213    1785      30
 1213    3023       8
 1214    2151      51
 1214    2168      41
 1214    4937      38
 1215    4074      34
 1218    1856      40
 1218    3840      53
 1218    4853      16
 1219    2180      56
 1220     182      34
 1220     887       1
 1221     857      21
 1221    2798       8
 1221    4279       1
 1221    4826      11
 1223    1309      17
 1223    4392      60
 1223    4968      26
 1226     694       5
 1226    3657      54
 1226    4071      31
 1227    3348      45
 1230    1375      13
 1232    3267       9
 1232    3532      10
 1232    3890      42
 1233      29       8
 1233    1996      10
 1233    2281      29
 1233    3052      41
 1233    3529      41
 1234     543      57
 1235     196      15
 1236    4503      31
 1237    3629      31
 1241    2395      48
 1241    4206      18
 1242    1949      21
 1243    4536      13
 1244    2570      18
 1244    3159      46
 1244    4107      43
 1244    4251      40
 1246     698      12
 1248     910      12
 1248    3706       4
 1249    3268      20
 1250     434       4
 1252    1185      53
 1252    3412      46
 1253     438      20
 1253    1055      45
 1253    2176       1
 1254    4180       9
 1255     628      49
 1255    3712       4
 1256    3429      25
 1257    4358       4
 1258    2499      30
 1260     292      55
 1260    2998      31
 1261    4311       8
 1261    4583      43
 1262    4693      56
 1264    3474      10
 1265    4258      45
 1266     379      38
 1267    4824       5
 1268     222      17
 1268    1236      29
 1268    3273       9
 1270    1930      18
 1271    3273      35
 1276    4293       2
 1278     433      12
